LABEL,Date,Source,Title,Headline
oil prices,2023-01-31,The Guardian,Exxon posts record bn profit for in historic high for western oil industry,Company took home about hour last year majors expected break their annual records Exxon Mobil posted profit company said Tuesday taking home about hour last year setting only company record
oil prices,2023-01-16,Reuters,Factbox Europe rushes to stock up on diesel ahead of Russian ban Reuters com,Europe imports Russian products move that already causing massive shifts global diesel trading
oil prices,2023-01-19,Business Insider,Saudi Arabia was right to defy Biden over oil production minister says cementing a power play that seems to have paid off,Saudi Arabia infuriated Biden administration last year cutting production tandem with Russia other OPEC nations
oil prices,2023-01-17,Business Insider,Russia s seaborne crude exports surge to an month high thanks to shipments to China and India,Russia crude exports rose million barrels week ending January marking eight month high despite
oil prices,2023-01-12,Reuters,Bosnian region cuts price of Russia imported gas by Reuters,government Bosnia autonomous Bosniak Croat Federation Thursday agreed price natural from citing lower prices world markets cuts consumption Europe relatively mild winter
oil prices,2023-01-10,Reuters,G seeks two price caps for Russian oil products Reuters,Group Seven coalition will seek price caps Russian refined products February products trading premium crude other those trading discount official said
oil prices,2023-01-26,Business Insider,Chevron is catching heat for tripling its stock buyback to billion as soaring energy prices led to record profits,buyback that Chevron current stock price would retire about company outstanding shares
oil prices,2023-01-30,The Guardian,Oil price boom has led to doubling of global commodities market report finds,Companies such Vitol Trafigura spotlight over profits after Ukraine invasionProfits from global commodities trading companies including Vitol Trafigura have nearly doubled more than recent years driven rocketing prices
oil prices,2023-01-30,Reuters,Russia bans oil exporters from adhering to Western price caps Reuters,Russian government Monday banned domestic exporters customs bodies from adhering Western imposed price caps Russian crude
oil prices,2023-01-13,Reuters,India caps trading margin on resale of gas from deep sea fields Reuters com,India capped trading margins resale produced from deepwater blocks according government order issued Friday profiteering traders bring down prices
oil prices,2023-01-24,Reuters,Matador Resources to buy Advance Energy for billion Reuters,Matador Resources href https reuters companies MTDR target blank MTDR said Tuesday would Advance Energy Partners Holdings billion deal that includes certain natural producing properties
oil prices,2023-01-06,Reuters,Take Five Welcome to Reuters,potential shift world most dovish major central bank inflation pressures abating turn economic outlook markets suffering their biggest tumble decades Welcome
oil prices,2023-02-01,Reuters,U S exports to China of light sweet crude hit month high Reuters,exports light sweet crude China jumped five month high world biggest crude importer boosted refining Europe demand eased market participants said
oil prices,2023-01-31,Reuters,Driller Helmerich Payne sees moderate growth in customer Reuters,producer budgets slated moderately higher drilling contractor Helmerich Payne href https reuters companies target blank said Tuesday during earnings call with activity also anticipate
oil prices,2023-01-22,Business Insider,Natural gas prices have crashed in less than a month and now an energy CEO is ringing the alarm,Chesapeake Energy Nick Dell Osso wants avoid repeat shale bust limiting supply natural
oil prices,2023-01-19,Reuters,Saudi crude exports slip to five month low in November Reuters com,Saudi Arabia crude exports fell five month November while production also slipped data from Joint Organisations Data Initiative JODI showed Thursday
oil prices,2023-02-02,Reuters,Peru offers oil and gas exploration blocks technical agreements Reuters,Peru state energy agency PeruPetro offering areas exploration through direct negotiations with interested companies separate technical contracts hoping boost nation reserves officials said Thursday
oil prices,2023-02-01,Reuters,Dubai leads Gulf markets higher Qatar ends lower Reuters,Dubai stock market closed higher Wednesday outperforming Gulf region while Qatari stocks retreated amid volatile energy prices
oil prices,2023-01-27,Reuters,White House blasts Big Oil stock buybacks again as Chevron profits Reuters com,White House Friday launched fresh attack against companies accusing them using profits shareholders instead boosting supply after Chevron Corp href https reuters companies target blank said
oil prices,2023-01-24,Reuters,Gulf economies to slow this year on sluggish oil demand Reuters,Economies member Gulf Cooperation Council will grow this year half rate revenues take from expected mild global slowdown according median view from Reuters poll economists
oil prices,2023-01-16,The Guardian,Higher UK energy bills here to stay warns oil company boss,Equinor chief says bills return levels seen before Ukraine invasion given windfall taxes move greener energy Business live latest news updates boss Europe biggest energy companies warned that higher
oil prices,2023-01-19,Reuters,Venezuela s bolivar depreciates to per dollar as prices rise Reuters com,Venezuela down heel bolivar currency fell dollar according official data Wednesday complicating attempts government President Nicolas Maduro control inflation
oil prices,2023-01-26,Reuters,Liberty Energy shares dip on concerns of U S frac market slowdown Reuters,Shares hydraulic fracturing firm Liberty Energy href https reuters companies LBRT target blank LBRT fell more than Thursday despite fourth quarter earnings beat concerns that fracking activity slowing
oil prices,2023-02-01,Reuters,U S review backs smaller version of major Alaska drilling project Reuters,Biden administration Wednesday took step closer toward possible approval scaled back version ConocoPhillips href https reuters companies target blank planned billion Willow project Alaska
oil prices,2023-01-27,Reuters,Oil loadings from Russia s Ust Luga port over Feb to rise Reuters,Urals KEBCO crude loadings from Russia Baltic port Luga over rise million tonnes from million plan same period January traders said
oil prices,2023-02-01,Reuters,India earmarks bln for state oil companies energy transition Reuters,India said Wednesday would provide billion Indian rupees billion help state refiners move towards cleaner energy step aimed helping country achieve zero carbon emission target
oil prices,2023-01-11,Business Insider,Russia s windfall from high energy prices in is starting to wear out but it s still making million a day despite the EU ban new research shows,sanctions slashed Russia fossil fuel revenues about million revenues were around billion between March
oil prices,2023-01-24,Reuters,TSX futures slip with U S data BoC rate decision in focus Reuters,Futures Canada main stock index edged lower Tuesday investors stood sidelines awaited business activity data gauge impact Federal Reserve aggressive monetary policy world largest economy
oil prices,2023-01-30,Reuters,Ukraine war to accelerate shift to clean energy BP says Reuters com,Russia Ukraine expected weigh long term energy demand accelerate world shift renewables carbon power countries boost domestic energy supplies href https reuters companies target blank
oil prices,2023-01-19,Reuters,BASF shareholders say Russia exit sets up oil and gas IPO Reuters,BASF href https reuters companies BASFn target blank BASFn investors said that business Wintershall exit from Russia though painful clears plans take public BASF focus chemi
oil prices,2023-01-31,Reuters,Exxon smashes Western oil majors earnings record with billion Reuters,Exxon Mobil Corp href https reuters companies target blank posted billion adjusted profit company said Tuesday taking home more than million hour last year setting only company
oil prices,2023-01-12,Reuters,U S House passes bill banning exports of reserve oil to China Reuters,House Representatives overwhelmingly passed bill Thursday releases from Strategic Petroleum Reserve from being exported China though measure faces uncertain future Senate
oil prices,2023-01-12,Reuters,Sri Lanka finalises oil exploration rules earmarks offshore blocks Reuters,Lanka preparing issue year exploration licenses many offshore blocks foreign firms scout energy resources bring vital investments crisis country official told Reuters Thursday
oil prices,2023-01-16,Reuters,Analysis Russia s falling oil revenues could create vicious circle for Reuters com,Russia attempts plug budget deficit selling foreign currency reserves could lead vicious circle that pushes rouble higher further reduces Kremlin crucial export revenues analysts
oil prices,2023-01-18,Business Insider,China s economic rebound will push global oil demand to an all time in IEA says,wild cards dominate market outlook Russia China according International Energy Agency
oil prices,2023-01-27,Reuters,Jet fuel prices up as demand jumps refinery outages limit supply Reuters,fuel prices have risen levels never recorded January demand from China lifting COVID travel restrictions refinery outages with surge likely continue analysts refining executives
oil prices,2023-01-18,Business Insider,Putin s retaliation against sanctions has backfired and could cost Russia billion this year RBC analyst says,Russia retaliation against western sanctions hurt economy more than anything according strategist Timothy
oil prices,2023-01-16,Business Insider,Biden promised a reckoning when Saudi Arabia crossed him months later it is clear he s backed down,President Biden pledged consequences Saudi Arabia response cutting supplies been notably quiet since
oil prices,2023-01-06,Reuters,Indian shares set for muted start on rate worries after U S jobs report Reuters India,Indian shares were muted start Friday tracking slide equities data that indicated strong hiring which could allow Federal Reserve keep hiking interest rates
oil prices,2023-01-09,Business Insider,Russia s main oil product is trading way below the price cap as just a handful of buyers keep up trade with the heavily sanctioned nation,Russia Urals grade nation largest crude export traded Baltic port just barrel Friday
oil prices,2023-01-23,Reuters,U S oil producer HighPeak Energy says it will explore sale Reuters,HighPeak Energy href https reuters companies target blank focused exploration production company operating heart Permian basin said Monday would explore strategic options including possi
oil prices,2023-01-10,Reuters,Brazil s inflation slows sharply misses government target Reuters,Brazil inflation ended with sharp slowdown from double digit peaks seen throughout year back fiscal measures aggressive monetary policy tightening once again missed government official target
oil prices,2023-01-21,Engadget,Elon Musk defends funding secured tweets in Tesla shareholder trial,Elon Musk said that just because tweets something does mean people believe will accordingly Tesla chief took witness stand Francisco federal court defend himself tweets made back lawsuit
oil prices,2023-01-25,Reuters,Saudi Arabia sees borrowing around billion riyals in Reuters,Saudi Arabia world exporter expects financing needs around billion riyals billion this year after funding larger amount National Debt Management Center said Wednesday
oil prices,2023-01-18,Reuters,Algeria s Sonatrach to raise energy output to mln TOE this year Reuters,Algeria will raise hydrocarbons output around million tonnes equivalent this year figure managed since state energy producer Sonatrach chief executive Tewfik Hakkar told Reuters Wednesday
oil prices,2023-02-02,Reuters,Top palm oil buyer India s Jan imports fall to six month low dealers Reuters,India January palm imports fell from month their lowest months narrowing discount rival oils prompted refiners increase purchases soybean sunflower oils five dealers told Reuters Thursday
War,2023-02-04,Wired,The Chinese Spy Balloon Shows the Downsides of Spy Balloons,popular military tool during Cold balloons have since fallen favor good reason
War,2023-01-23,Wired,Hacktivism Is a Risky Career Path,Army Ukraine huge influx first time hackers what happens them after
War,2023-01-27,BBC News,Ukraine war Auschwitz anniversary marked without Russia,Moscow accuses Poland attempting rewrite history after invited event
War,2023-01-07,BBC News,Ukraine war The Christmas ceasefire that wasn t,Ukraine eastern city Bakhmut expected Russia declared truce matched with action
War,2023-01-24,The Verge,We are now seconds to our doom,Doomsday Clock seconds midnight after Bulletin Atomic Scientists weighed Ukraine nuclear proliferation disinformation campaigns climate change
War,2023-01-19,Lifehacker.com,Don t Believe These Myths About Gas Stoves,stoves latest innocuous item turn into culture symbol rumors that they might some point future banned stoves really that government agents going come take them away
War,2023-01-18,BBC News,Ukraine war Who was Interior Minister Denys Monastyrsky,most senior Ukrainian official since began been long government
War,2023-01-21,BBC News,Ukraine war The constant risk for ministers travelling by helicopter,death senior officials crash near Kyiv reminder dangers helicopter travel
War,2023-01-24,BBC News,Ukraine war Poland asks Germany for permission to export tanks,request comes Germany says allies train Ukrainian troops Leopard tanks
War,2023-02-03,CNN,Former Russian fighter says he witnessed torture of Ukrainian prisoners of war,former senior Russian army officer says comrades torturing prisoners Ukraine rare eyewitness account from within Moscow ranks address widespread allegations Russian crimes
War,2023-01-25,BBC News,India and Pakistan came close to nuclear war Pompeo,officials helped avert nuclear conflagration former Secretary State Mike Pompeo says
War,2023-01-22,BBC News,Ukraine war Resilient civilians return to liberated town of Lyman,Ukrainian civilians returning Lyman close front line despite threat strikes
War,2023-01-19,BBC News,Ukraine war German tanks for Ukraine depend on US approval,German Chancellor under pressure supply tanks Ukraine will without approval
War,2023-01-30,BBC News,Poland boosts defence spending over war in Ukraine,latest European country increasing military spending result conflict
War,2023-01-12,BBC News,Ukraine war Soledar devastation revealed in satellite images,Ruined buildings cratered landscape around Soledar seen satellite images
War,2023-01-17,BBC News,Ukraine War Zelensky adviser resigns over Dnipro remarks,Oleksiy Arestovych initially said defences caused Russian missile apartment block
War,2023-01-21,BBC News,Ukraine war Frank talks as Ukraine pushes Germany for tanks,Pressure mounts Berlin supply Kyiv with Leopard tanks focus frank talks with Ukraine
War,2023-01-06,BBC News,Ukraine war Western allies to send fighting vehicles to Kyiv,Germany agree join France boosting Ukraine military capability battlefield
War,2023-01-25,BBC News,The Gaza family tending World War graves for years,tradition which began during World been passed from father
War,2023-01-26,CNN,US born Spanish woman is now the world s oldest person at age,survived horrors world wars civil global pandemics
War,2023-02-01,BBC News,Petr Pavel Ukraine deserves to join Nato says new Czech leader,Petr Pavel tells Ukraine morally practically ready join Nato after over
War,2023-02-03,BBC News,The Pope and the archbishop on historic peace mission to South Sudan,holy hoping heal South Sudan world newest nation overcoming brutal civil
War,2023-01-31,CNN,Opinion Germany s quiet betrayal of victims of the Holocaust,December German court made headlines when convicted year former Nazi concentration camp secretary role murder over people during decision pursue crime years after World
War,2023-02-02,BBC News,Ukraine war years on we are facing German tanks again Putin,Vladimir Putin speaking Volgograd formerly Stalingrad mark World anniversary
War,2023-01-22,BBC News,Ukraine war Hiding from Putin s call up by living off grid in a freezing forest,Adam Kalinin been camping Russian wilderness since September avoid fighting Ukraine
War,2023-02-04,BBC News,Ukraine war How two mothers retrieved their dead sons from the battlefield,With little help from military bring soldiers bodies home mothers took charge themselves
War,2023-01-06,BBC News,Ukraine war What does facial recognition software make of Putin s backdrop crowd,There been speculation public meetings with President Putin have been staged
War,2023-01-31,BBC News,Ukraine war Joe Biden rules out sending F fighter jets,Kyiv says needs further help take control country airspace from Russia
War,2023-01-22,BBC News,How Ukraine war led to a new Indian beer in Poland,Indians turned crisis into opportunity when they were stuck with shipment rice flakes
War,2023-01-19,BBC News,Ukraine war Ukraine admits retreat from front line town of Soledar,Andrew Harding goes under fire front line eastern Ukraine after recent Russian gains
War,2023-01-24,CNN,Putin s war in Ukraine pushes world seconds closer to annihilation,Today largely mounting dangers Russia reckless invasion Ukraine Bulletin Atomic Scientists Science Security Board moved hands Doomsday Clock closer midnight than they ever been marks first change
War,2023-02-01,CNN,These will be defining months in the war top Ukrainian national security official says,Russia gearing maximum escalation Ukraine potentially soon next weeks according Ukrainian national security official
War,2023-01-06,CNN,Natural gas prices haven t been this low since Russia went to war,Natural prices Europe United States have tumbled levels last seen before Russia sparked global energy crisis invading Ukraine
War,2023-02-04,The Guardian,Russia Ukraine war live Germany has ample evidence of war crimes in Ukraine says top prosecutor,German prosecutor general says current focus mass killings Bucha attacks civilian infrastructure military package Ukraine What know invasion Continue reading
War,2023-01-09,BBC News,L tzerath German coal mine stand off amid Ukraine war energy crunch,Activists police facing tzerath where diggers plan expand giant coal mine
War,2023-01-26,BBC News,Ukraine war Russian missiles hit Ukraine day after West s tanks move,person died others were injured after strikes Kyiv city mayor says
War,2023-01-06,Android Central,God of War Ragnar k s best moments are commentary on masculinity,Ragnar have fair about masculinity even when explicitly said
War,2023-01-24,Reuters,Former aide to Serbia s Milosevic appeals to have war crimes Reuters,former head Serbia state security service should have crimes conviction financing equipping Serb militias Bosnia during overturned lawyers argued Tuesday saying unaware crimes
War,2023-02-01,Reuters,Analysis IOC on spot over Russian presence at Olympics Reuters,Olympic officials working behind scenes contain growing opposition plans Russian Belarusian athletes compete Paris Olympics Ukraine threatens rekindle Cold sporting frictions
War,2023-01-16,Reuters,Gina Lollobrigida From post war film legend to artist Reuters com,Gina Lollobrigida died shot fame sultry Mediterranean symbol then became photographer sculptor after stepping away from movie world
War,2023-01-19,CNN,Opinion The rich got richer due to Covid and war Now they should pay their fair share,happened again Thousands supporters Brazil former president Jair Bolsonaro stormed country government buildings January protest their newly sworn president riots occurred almost years after assault
War,2023-01-06,Reuters,Putin war aims unchanged but lacks manpower morale Pentagon Reuters com,President Vladimir Putin seizing Ukrainian territory changed Russian forces continue suffer from military weaknesses including amount troops they have Pentagon said Friday Washington hopes latest record weapons
War,2023-01-13,Reuters,Putin ally suggests confiscating property of Russian war critics Reuters com,close ally Russian President Vladimir Putin Friday suggested confiscating property assets Russians discredit country armed forces oppose Ukraine
War,2023-01-27,Reuters,Auschwitz director cites sick megalomania in Ukraine war at Reuters,director Auschwitz Memorial Friday compared deaths people Ukraine suffering World during commemorations marking anniversary liberation Nazi German death camp Soviet troops
War,2023-01-11,The Guardian,Russia Ukraine war live Wagner may make up quarter of Russian combatants Zelenskiy strips Kremlin allies of citizenship,Western intelligence believe mercenary group playing increasingly significant role Putin ally Viktor Medvedchuk among four stripped citizenship Russia Ukraine glance Continue reading
War,2023-01-10,Business Insider,New million Korean War memorial in Washington has spelling errors and service members who didn t die in the war report says,Some names Korean memorial Washington people died circumstances totally unrelated
War,2023-02-02,The Guardian,Stalingrad events see Putin warn of response to western aggression,Drawing parallels with second world Putin said modern with Russia will completely different Vladimir Putin said Russia being threatened German tanks again during second world warning that Moscow ready respo
War,2023-02-01,The Guardian,Share your memories of the Iraq war march,Ahead protest anniversary February would like speak people attended rally London well other citiesOn February will years since more than million people marched through London protest against
War,2023-02-02,The Guardian,Russian forces could regain initiative as Ukraine war drags on,With western tanks arrive invaders better position early spring than Ukrainian defenders Russia Ukraine latest news updates fresh Russian assault around southern Donbas town Vuhledar which began towards
War,2023-02-03,CNN,It turned bad in an instant CNN crew has close call in Ukraine as Russian missiles pummel their location,correspondent Frederik Pleitgen team were traveling Thursday Ukrainian city Kramatorsk report search rescue efforts underway after residential building leveled overnight Russian missile supposed
War,2023-01-24,CNN,Germany set to send Leopard tanks to Ukraine Der Spiegel reports,Germany send sought after Leopard tanks Ukraine help bolster country effort Spiegel reported Tuesday evening attributing unnamed sources German Chancellor Olaf Scholz decided deliver battle tanks followi
War,2023-01-06,Wired,The Age of Digital Transparent Warfare Is Here,Precision weapons satellites have changed fight sees consequences
War,2023-01-26,Boing Boing,Documentary about Singapore s deadly drug war,Jazeera East presents documentary about death penalty Singapore deadly drug While reams research have demonstrated that death penalty does deter crime which check here here here
War,2023-01-19,Business Insider,The collateral damage of America s tech war with China,battle future tech heating government funded billion dollar computer chip factories come with cost local Americans
War,2023-01-27,The Guardian,What happened in the Russia Ukraine war this week Catch up with the must read news and analysis,Germany pledge tanks leading Ukraine fight against corruption Ukraine coverage Every week wrap must reads from coverage Ukraine from news features analysis visual guides
War,2023-01-20,The Guardian,What happened in the Russia Ukraine war this week Catch up with the must read news and analysis,Kyiv hopes western tanks could provide tactical breakthrough dozens Dnipro attack Germany gets defence minister Ukraine coverage Every week wrap must reads from coverage Ukraine from
War,2023-01-06,The Guardian,What happened in the Russia Ukraine war this week Catch up with the must read news and analysis,Ukraine missile strike Russian held city kills troops Wagner counts costs Bakhmut year frontline Ukraine coverage Every week wrap must reads from coverage Ukraine from news
War,2023-01-09,The Guardian,UK considers supplying handful of Challenger tanks to Ukraine,Sources Kyiv hopes move encourage Berlin supply Leopard seeks tanks against Russia Russia Ukraine latest news updates Britain considering supplying handful Challenger tanks Ukraine first
War,2023-01-25,The Guardian,Court approves Russia human rights trial over downing of flight MH,Judges rule Russia eligible trial alleged crimes Ukraine because effective control over separatist held areas Human rights judges have said cases against Russia shooting down flight other alleged crimes procee
War,2023-01-30,The Guardian,Ukraine needs faster supply of western weapons says Zelenskiy,Ukrainian president says speedy supply essential stop Russia dragging Russia Ukraine latest news updates Volodymyr Zelenskiy called western weapons supplied more quickly Russian forces continued attacks
War,2023-01-20,Reuters,EU working on th round of Russia sanctions diplomats Reuters,European Union countries working package sanctions take effect next month against Russia waging against Ukraine diplomatic sources told Reuters
War,2023-01-19,Reuters,Ukrainians learn demining techniques from Cambodian experts Reuters com,team Ukrainians been learning demining techniques Cambodia world most heavily landmined countries after decades civil
War,2023-01-17,Reuters,Factbox European companies cut jobs as economy sputters Reuters,Decades high inflation impact Ukraine have forced companies across Europe into offs hiring freezes
War,2023-01-16,The Guardian,Ukraine will need more tanks if it is to make breakthrough,sending tanks other countries soon send more experts Kyiv needs about Russia Ukraine latest news updates Tanks arguably decided first world after four years deadlock were indispensable throu
War,2023-01-25,Reuters,Ukraine dismisses five top regional prosecutors in shakeup Reuters,Five regional prosecutors were dismissed from their jobs Wednesday after President Volodymyr Zelenskiy launched Ukraine largest political shakeup
War,2023-01-11,Reuters,Ukraine stages war games near Belarus amid fears of Russian assault Reuters,crackle gunfire roar armoured vehicles reverberated around sleepy west Ukrainian towns near Belarusian border Wednesday Kyiv forces trained threat fresh assault across front north
War,2023-01-11,Reuters,EU set for long war in Ukraine will work on more Russia sanctions Reuters,European Union prepared long Ukraine will support Kyiv against Russia aggression long takes Sweden Foreign Minister Tobias Billstrom whose country holds presidency said Wednesday
War,2023-01-19,Reuters,AXA reduces aviation war cover after Ukraine losses sources say Reuters,commercial French insurer href https reuters companies AXAF target blank AXAF reducing cover offered aviation companies seeks protect multibillion euro business after heavy Ukraine related losses
War,2023-01-19,Reuters,In Mexico ancient Zapotec tombs reveal colorful murals depicting war Reuters,Brightly painted Zapotec murals invoking warfare recently unearthed from tombs southern Mexico date back nearly years officials said late Wednesday find that sheds light ancient civilization funerary rites
War,2023-01-19,Reuters,Analysis Tesla uses its profits as a weapon in an EV price war Reuters,Tesla href https reuters companies TSLA target blank TSLA earns more money every vehicle sells than global rivals Chief Executive Elon Musk using that superior profitability weapon pric
War,2023-01-31,Reuters,Pope s visit to shine spotlight on war ravaged DR Congo Reuters,Pope Francis flies into Democratic Republic Congo Tuesday href world africa pope francis visit fragile african nations congo south sudan visit that will highlight human cost protracted conflict vast centr
War,2023-01-24,Reuters,Tank maker Rheinmetall raises sales view as Ukraine war boosts Reuters,Germany Rheinmetall href https reuters companies RHMG target blank RHMG raised sales expectations chief executive said Tuesday defence equipment firm benefits from surge demand weapons
War,2023-01-31,Reuters,EU commissioner we don t want a subsidy war with U S Reuters,European Union does want wage subsidy against United States over Inflation Reduction Commissioner Paolo Gentiloni said Berlin Tuesday
War,2023-01-31,Reuters,Turkey s tourism gains in war hit but trade deficit widens Reuters,Turkey tourism revenue record billion even trade deficit swelled more than billion fallout from nearby Ukraine brought surge Russian arrivals also drove energy import costs
War,2023-01-31,Reuters,Blinken to discuss Russia s war on Ukraine with Chinese officials Reuters,Secretary State Antony Blinken will discuss Russia Ukraine with Chinese officials during trip China White House national security spokesman John Kirby said Tuesday
War,2023-01-17,Reuters,Serbia asks Russia to end recruitment of its people for Ukraine war Reuters,Russia should halt efforts recruit Serbs fight alongside Wagner paramilitary group Ukraine Serbian President Aleksandar Vucic said
War,2023-01-24,Reuters,Tesla s slowing sales shrinking margins in focus in EV price war Reuters,Tesla href https reuters companies TSLA target blank TSLA Wednesday expected report slowest sales growth quarters underwhelming deliveries days after move stir demand choke competition slash
War,2023-01-31,Reuters,UN experts call for probe into possible war crimes committed in Mali Reuters,United Nations experts have called independent investigation into possible crimes crimes against humanity committed government forces Russian private military contractor Wagner group Mali they said statement Tuesday
War,2023-01-31,Reuters,Analysis GM goes slow on EVs as rivals fight a price war Reuters,General Motors href https reuters companies target blank Chief Executive Mary Barra betting that moving more slowly than Tesla Ford accelerate electric vehicle production North America will more profitable
War,2023-01-30,Reuters,Ryanair hiring Ukraine staff in anticipation of return after war Reuters,Ryanair href https reuters companies target blank hiring significant numbers Ukrainian pilots cabin crew that will ready return country when with Russia ends Chief Executive Michael
War,2023-01-18,Slate Magazine,The War on Drag,Have ever dragon Miss Mess what kids queens Drag Story Hour
War,2023-01-07,Reuters,London to host international meeting on alleged war crimes in Ukraine Reuters,Justice ministers from around world will gather London scale support being offered International Criminal Court investigations alleged crimes Ukraine British government said Saturday
War,2023-01-16,Reuters,Germany calls for special tribunal against Russia over Ukraine war Reuters com,German Foreign Minister Annalena Baerbock called Monday establishment special international tribunal prosecute Russian leaders over Moscow invasion Ukraine
War,2023-01-18,Reuters,Pentagon looks to shift dynamic in Ukraine war without Abrams tanks Reuters,United States aims break dynamic grinding warfare near frozen front lines Ukraine with newly announced military capabilities that hopes will breath fresh momentum into Kyiv battle against Russian forces senior Pentagon official
War,2023-02-01,Reuters,Exclusive EV maker Rivian to cut of jobs amid price war Reuters,Rivian Automotive href https reuters companies RIVN target blank RIVN laying workforce effort costs maker already grappling with falling cash reserves weak economy braces indus
War,2023-01-27,Reuters,EU seeks effective justice for horrific crimes in Ukraine war Reuters com,European Union wants swift accountability horrific crimes Ukraine justice ministers said Friday even they differed over methods debate about bring prosecutions seek evidence fund damage repairs
War,2023-01-30,Reuters,Ukraine war to accelerate shift to clean energy BP says Reuters com,Russia Ukraine expected weigh long term energy demand accelerate world shift renewables carbon power countries boost domestic energy supplies href https reuters companies target blank
War,2023-02-02,Reuters,No magic wand in Ukraine war says UK s Wallace on question of Reuters,British defence minister Wallace said there magic wand that could help Ukraine fight against Russia when asked Thursday about possibility supplying British fighter jets used Ukrainian forces
War,2023-02-01,Reuters,As Tesla ignites an EV price war suppliers brace for Musk seeking Reuters,Tesla href https reuters companies TSLA target blank TSLA suppliers bracing pressure from Chief Executive Elon Musk team their prices further after electric leader aggressively slashed vehicle
War,2023-01-10,The Guardian,Russia Ukraine war at a glance what we know on day of the invasion,Russia attempting another advance Soledar considering supplying small number tanks Ukraine Russia Ukraine coverage Continue reading
War,2023-01-30,The Guardian,Russia Ukraine war at a glance what we know on day of the invasion,Russian attacks Bakhmut Donetsk will provide fighters says Biden Russia Ukraine coverage Continue reading
War,2023-01-10,The Guardian,Russia Ukraine blog live Almost no walls left in Soledar says Zelenskiy as fierce fighting continues,Russia steps assault Soledar considering supplying tanks Ukraine Russia Ukraine glance Continue reading
War,2023-02-03,The Guardian,Russia Ukraine war live Zelenskiy pushes for th sanctions package from EU leaders meeting in Kyiv,Second talks Ukrainian president says pace sanctions slowed Russia Ukraine glance Continue reading
War,2023-01-05,ReadWrite,Why Aren t We Winning the War Against Cybercrime,Cybercrime global problem that continues plague businesses individuals governments Despite increasing awareness importance cybersecurity criminals still remain active highly successful their attacks seem
War,2023-01-24,The Guardian,Russia Ukraine war at a glance what we know on day of the invasion,German defence group offers deliver Leopard tanks Zelenskiy flags imminent changes government Russia Ukraine coverage Continue reading
War,2023-01-21,The Guardian,Germany faces backlash over reluctance to send tanks to Ukraine,Kyiv voices frustration global indecision allies Leopard needed stop Russian assault Russia Ukraine latest news updates Germany facing backlash from allies over reluctance supply Leopard tanks bolst
War,2023-01-12,Business Insider,George Santos repeatedly ducks Matt Gaetz s questions about the he lent his campaign,George Santos appeared Steve Bannon Room podcast which fellow Matt Gaetz guest hosted Thursday
War,2023-01-18,Business Insider,Avatar topped Spider Man No Way Home at the global box office and shows no signs of slowing down,Avatar Water sixth biggest movie ever Next topping Avengers Infinity
War,2023-01-21,Business Insider,A Ukrainian soldier died on the battlefield in Bakhmut His death has sparked a fierce dispute between some American veterans and a volunteer trainer,accusations paint messy picture role volunteers Ukraine caught
War,2023-01-21,Business Insider,An ex US Navy SEAL deserter who went to fight for Ukraine was killed by Russian rocket propelled grenade reports say,Daniel Swift died fighting Bakhmut eastern Ukraine making sixth American Putin
stock market,2023-02-05,CNN,Did investors learn nothing from last year s market meltdown,Meme stock mania supposed over right Guess what
stock market,2023-01-10,CNN,Investors wait to hear from Fed Chair Powell at central banking forum,Investors shifting their focus Tuesday from stock market Stockholm they await fairly rare public speaking appearance Federal Reserve Chairman Jerome Powell
stock market,2023-01-30,Business Insider,What is the stock market,stock market where shares public companies bought sold Most stock market trading happens York Stock Exchange Nasdaq
stock market,2023-01-19,StockNews.com,Bullish Vs Bearish Stock Market,actually bullish That question from StockNews Steve Reitmeister late last week after published commentary POWR Stocks Under
stock market,2023-01-20,Wired,Netflix Is Coming,Reed Hastings founder long time streamer stepping down after years disrupting both video rental market Hollywood itself
stock market,2023-01-31,Reuters,Fed games Reuters,look ahead markets from Stephen Culp York stock market reporter
stock market,2023-01-22,StockNews.com,Stock Trading Plan for,year investment veteran Steve Reitmeister shares most complete minute analysis what lies ahead First return bear market with
stock market,2023-01-27,Reuters,S Korea fines Citadel Securities for stock algorithm trading breaches Reuters,South Korea financial regulator imposed fine billion million based Citadel Securities saying disturbed local stock market with high frequency algorithm trading
stock market,2023-02-01,Reuters,Dubai leads Gulf markets higher Qatar ends lower Reuters,Dubai stock market closed higher Wednesday outperforming Gulf region while Qatari stocks retreated amid volatile energy prices
stock market,2023-01-08,StockNews.com,Minutes a Month to Beat the Stock Market,problem investors underperforming stock market problem much time they spend waste achieve these poor outcomes above problems
stock market,2023-01-18,Reuters,Exclusive Vietnam market risks missing deadline for upgrade Reuters,Vietnam risks missing self established deadline complete reforms that would enable upgrade stock market emerging economy status attract billions dollars investments three officials told Reuters
stock market,2023-01-28,StockNews.com,The Best Way to Play Stock Breakouts,matter market direction there always stocks ready break higher What best find these timely picks maximize profits year
stock market,2023-01-25,StockNews.com,Stock Buyers Beware,Once again looks like bulls ready take charge good verge breakout that
stock market,2023-01-26,Reuters,Abu Dhabi leads fall in Gulf markets Saudi stocks rise Reuters,Dhbai stock market slid Thursday weak earnings from heavyweight companies while Saudi Arabian shares ended higher amid firm prices
